"","NMDS1","NMDS2","NMDS3"
"1996-05-21",-0.687512825347416,-0.0931534384147701,0.112625180051989
"1996-06-11",-0.210236569150743,-0.12220176713169,0.393174898181644
"1996-07-11",0.0530615950773794,-0.0304188445021048,0.126742060488829
"1996-07-25",0.500442379205768,0.00908082022723479,0.135637269728231
"1996-08-12",0.227216820749367,-0.0258081633187237,-0.0238055367595589
"1996-08-26",0.29507698783222,-0.219197575364839,0.103367829506104
"1996-09-05",0.323649951524623,-0.0393226607872997,-0.0932534740649207
"1996-09-19",0.0658336330782654,-0.0495065365101962,-0.15193661784057
"1996-10-07",0.0111640469459918,0.0439261855579348,-0.0311230320337974
"1996-10-31",0.0123820625992238,-0.119936315066254,-0.0270266837026949
"1996-11-26",-0.391611641671643,0.23669368953665,0.0576425714061741
"1996-12-19",-0.488241972668122,0.108268684687386,0.0261106129768164
"1997-02-24",-0.477587039532803,0.0244117172330518,-0.314461185901104
"1997-03-21",-0.259507995315796,0.387543937799977,-0.0907245048888668
"1997-04-04",-0.393144202868972,0.181694297056828,0.275758350132015
"1997-04-25",-0.33874892275417,0.498329938593732,0.166139801690006
"1997-05-05",-0.249590313910217,0.131577163174268,0.441748087717895
"1997-05-15",0.00911188416060144,0.611478919301195,0.114644653162065
"1997-05-28",0.357446196936539,0.234991051686856,-0.00422157852995629
"1997-06-11",0.488200577410941,0.223112091082589,-0.519073905228832
"1997-06-27",0.418237374762709,0.147843878690642,-0.267985639029177
"1997-07-15",0.157014149632395,-0.220666730044491,-0.215820512626087
"1997-07-17",0.309377864985347,-0.00131619126261763,-0.270490868391911
"1997-07-23",0.398898109333454,0.00557943901575309,-0.126782142823218
"1997-07-29",-0.043628312580816,0.028536439511803,0.0575170366836713
"1997-07-30",0.249162727184631,0.040403527592732,0.160175170672905
"1997-08-06",0.0931087345341798,0.0242788894178068,-0.0302221955780588
"1997-08-12",0.181081231873355,-0.0338554016559415,0.262334280151961
"1997-08-14",0.05414839910548,0.0422798825388635,0.0524159640365694
"1997-08-21",0.0617733779538463,0.0971904907793424,-0.0220677214983736
"1997-08-27",0.245025764175442,-0.0380926572880071,-0.335617027952012
"1997-08-28",-0.0390570189335111,-0.0774328183837738,-0.324789758790995
"1997-09-02",-0.370434518149056,-0.0166385423520738,-0.115544208067003
"1997-09-09",-0.371773493262988,-0.326847905445256,-0.242350820371139
"1997-10-15",-0.614627071636421,-0.155346347195917,-0.206110438535376
"1997-11-03",-0.671985385728258,-0.236877940878375,-0.179480451188672
"1997-11-15",-0.678406227974824,0.147003525702564,-0.0202601730643718
"1997-12-12",-0.964557846143065,0.209831525389,0.0809346998910218
"1998-01-30",-0.86272290799754,0.180311236283292,0.0562151652248089
"1998-03-05",-0.843054478455892,0.151413623137667,0.178552641110598
"1998-03-18",-0.78879138444105,0.358570527174855,-0.114620024145726
"1998-04-05",-0.752401717065856,0.166724394097335,-0.0374546824424344
"1998-04-10",-0.805983980930385,-0.236817693722972,-0.352359910962356
"1998-04-21",-0.529590914481563,-0.187544190045914,0.0789173257925783
"1998-04-29",-0.698435056102537,-0.158567537851711,0.386014747130542
"1998-05-12",-0.487305073645858,0.0583334155013426,0.215739559427846
"1998-05-27",-0.388740978614242,-0.362793946166876,0.0711413413705592
"1998-06-02",-0.303752846301167,-0.154568526383359,0.0769764808488266
"1998-06-12",-0.343599028055335,-0.13816009689364,0.252018032092639
"1998-06-23",-0.504599376114379,-0.147159101874593,0.353000994562984
"1998-07-06",-0.358513496340564,-0.448908830294232,0.0766304783569324
"1998-07-20",-0.291684389084745,-0.225153518718212,0.0737526898086126
"1998-07-28",0.00879141893691578,-0.239016780937459,0.0199600801567189
"1998-08-06",-0.132193183608883,-0.0248419171947085,-0.0381684297722394
"1998-08-14",-0.396662851058013,-0.0399464998328631,-0.00566350514481603
"1998-08-27",-0.208550563365711,-0.116356887133012,0.0461515334540579
"1998-09-10",-0.126743974637231,-0.0917806289760514,-0.00409478891226645
"1998-09-20",0.0746156458145529,-0.338095396290025,-0.335825937109025
"1998-09-24",-0.302319298020043,-0.0866741657583246,0.167278235375665
"1998-09-26",-0.240564225588213,0.131111059908172,-0.225365346449604
"1998-10-05",-0.127504694975684,-0.0793995800123708,-0.124416829910954
"1998-11-03",-0.335012561019217,0.028027304298552,-0.0890691993736334
"1998-11-16",-0.442097884106152,0.0162898513538542,0.0387210220391356
"1998-12-17",-0.548524781924151,0.192759651456034,-0.25827324555401
"1999-02-17",-0.460435161331252,0.327725355315306,0.00149256012797143
"1999-03-11",-0.558432368864432,0.507906754460684,-0.135727314177187
"1999-04-01",-0.252536167371907,0.121412600599112,-0.298393060380767
"1999-04-19",-0.410389668028172,0.483540234842819,-0.0934952689403253
"1999-04-29",-0.05032197904393,0.232164241258553,0.415582642516839
"1999-05-14",0.131156026155137,0.141596915173152,-0.213856838023293
"1999-05-23",0.408090528421799,0.188405418553539,-0.198811257717591
"1999-06-10",0.583049608064583,0.0860941545339954,0.026833277944289
"1999-06-23",0.612467038889247,-0.0254710953672567,-0.0256384324607265
"1999-07-03",0.615109106850625,0.085065976199526,-0.0328949702638653
"1999-07-09",0.407400069185574,-0.0112791930544194,0.219978059860084
"1999-07-15",0.424179705837057,0.00426820227008868,0.126264907481272
"1999-07-19",0.591418050317775,0.26325695122176,0.0115149570776167
"1999-07-26",0.33121412561613,0.134440028211474,0.125174595521147
"1999-08-05",0.572327533522304,0.357660343788087,0.120851862095798
"1999-08-19",0.607549030351065,0.0981534424876647,-0.0395715249608834
"1999-09-01",0.575347259681706,0.267128838715549,0.0839765044470752
"1999-09-08",0.388245871127075,0.369906780724564,0.272466934097903
"1999-09-22",0.534157774700185,0.284808452538237,0.141574341542749
"1999-09-29",0.381271228717843,0.0778278645488526,-0.00421728332325148
"1999-10-15",0.248622372748388,0.0607067573216635,0.0206562533915296
"1999-11-04",0.578552192947677,0.428143082955262,-0.314524479990987
"1999-12-20",-0.333475591121739,0.340755906747829,0.189030289773874
"2000-01-20",-0.223271517393238,0.454745428385997,0.068360765285746
"2000-02-01",-0.289170862861813,0.358449754416963,-0.132467355720038
"2000-02-16",-0.458655950622366,0.49995442766085,-0.00943847669818603
"2000-03-07",-0.593104795289252,0.685501393272143,-0.261452436247298
"2000-04-06",-0.185531312192498,0.304017120411342,0.398961868319561
"2000-04-11",0.39737888516524,0.375469570846369,0.430473557911438
"2000-04-30",0.100887939205484,0.660787792427712,0.245531446747023
"2000-05-17",0.200893232753416,0.727080618196766,-0.0202258762593751
"2000-05-22",0.463635780803234,0.272944326536566,0.0881843800923927
"2000-06-03",0.603846901545793,0.59906212790458,-0.0676009724184193
"2000-06-12",0.448747118647732,0.155794318322342,-0.136046678561476
"2000-06-17",0.658624924701252,0.119377895498346,-0.110158262769163
"2000-06-18",0.694161843128742,0.281313671161211,-0.352670911825802
"2000-06-23",0.588375502302955,-0.0547725101661537,0.10244035888905
"2000-07-07",0.524531241657018,0.226815785901424,0.230550762896092
"2000-07-19",0.577919846646009,0.103343528619673,0.0836313233247891
"2000-08-04",0.5095131551754,0.0892819868536062,-0.0776566605964494
"2000-08-12",0.419827713270863,-0.00572189299639329,0.0395641821157038
"2000-08-18",0.366684701357882,-0.0809241958537101,0.0792929154874073
"2000-08-28",0.33846222998477,0.0240901228268896,0.00215493227573814
"2000-09-07",0.465032468644237,-0.0491165102928655,-0.0900330055881018
"2000-09-23",0.39083695038285,-0.00627820099154155,-0.0760002913303699
"2000-09-25",0.329854068826675,0.146762604386819,-0.127253850408488
"2000-10-06",0.332950269895432,0.134023943937519,-0.107566181853462
"2000-10-23",0.432848138573158,0.190300208904133,-0.26891415468479
"2000-11-07",-0.206182980596398,0.337540242943075,-0.322571592783364
"2000-12-06",-0.398599068764273,0.0735571851556683,0.0507936671152451
"2001-01-16",-0.426433165124272,0.228996926710204,0.147772165670176
"2001-01-27",-0.566875717068065,0.211850919724777,0.25072287711567
"2001-02-14",-0.371134708917222,0.154879208881478,-0.0336830432296789
"2001-02-28",-0.40066061080602,0.403674849285607,-0.0461208996420986
"2001-03-12",-0.402048417275302,0.360973500728669,-0.0600033831461735
"2001-03-20",-0.151841910942775,0.165032606782028,-0.327928371244337
"2001-04-03",0.0220007530837257,0.217531127113687,-0.205077546381435
"2001-04-11",0.110352722472608,0.106686631902619,-0.296606702227765
"2001-04-25",0.138461762240508,-0.0217021387612219,0.160049208389555
"2001-05-09",0.258948996256875,-0.0873310611714903,0.138184785011126
"2001-05-18",0.538730627585013,0.0611883661335342,0.0469613958246402
"2001-06-04",0.403842579917841,-0.0212556140965773,-0.00141446065370764
"2001-06-13",0.618159894463251,-0.0171313509467849,-0.08350759962566
"2001-06-16",0.493424549298248,0.187337378032144,0.186760054009675
"2001-06-26",0.363696441542769,-0.0119570361978221,0.07934955894319
"2001-07-01",0.481326028809112,-0.0674879424415784,-0.110222308504215
"2001-07-06",0.488421787532189,-0.112142716088553,0.170947453572831
"2001-07-18",0.365395175725272,-0.0225957381403899,0.11552844963191
"2001-07-30",0.573256357273833,-0.183706965187189,0.142912233164031
"2001-08-05",0.533186744566906,-0.185144437248701,-0.13809470862607
"2001-08-09",0.471639617165873,-0.275682269056102,0.13110314495863
"2001-08-24",0.440894956987938,-0.0395338393841811,0.0179113095742757
"2001-09-05",0.461991980103465,0.0321758070761634,0.207078312949294
"2001-09-18",0.402701098643194,-0.0757485375665722,-0.0392915716408576
"2001-09-25",0.322886961763904,0.178524046066162,0.136215628932971
"2001-09-28",0.413779878531813,0.124935233219328,-0.145649121505996
"2001-10-02",0.351763238281691,0.155832774022858,-0.100967082275859
"2001-10-29",0.387108056362807,0.00155295056629125,-0.258810577839711
"2001-11-07",0.333368348499444,0.012688394724055,-0.0215810207128775
"2001-11-27",-0.286269316023774,0.0531916249260511,0.0338107860433766
"2002-01-14",-0.477085956954145,-0.00331541758656761,0.0838128634517766
"2002-01-29",-0.484552836996994,0.22210864472791,0.106196404561113
"2002-02-19",-0.510344456422345,0.167918564519106,0.0741662969998893
"2002-03-04",-0.363636640049477,0.21984347714209,0.35876822421032
"2002-03-20",-0.0911928443021675,0.33240646729658,0.0580749935017397
"2002-03-27",-0.358409831228396,0.266117519898816,0.0659057138888813
"2002-04-04",-0.08677788285859,0.0268486787614188,0.255781184465892
"2002-04-18",0.00920965588335509,0.493456303344682,-0.0511387989056733
"2002-04-30",0.0606314311328844,0.0751283622200272,0.295653502660246
"2002-05-09",0.221556374919864,-0.0778863126073264,0.350220577833931
"2002-05-20",0.47715978335474,-0.00506366228069288,0.309450876743517
"2002-05-29",0.663288235551236,-0.0134915019559156,0.159392427429333
"2002-06-04",0.715601066401946,0.0597106986077457,-0.0383150646851024
"2002-06-05",0.632735376244079,-0.0999714461112575,-0.000273130346135781
"2002-06-06",0.63275225344749,0.0822256105623466,-0.0403782655775474
"2002-06-07",0.567985009675598,-0.0372381065027337,0.0503546992231627
"2002-06-08",0.542105548971843,-0.00686501689733888,-0.0576674285395843
"2002-06-17",0.467341334605805,-0.0295186291362864,0.125344907893472
"2002-06-21",0.64240249215779,-0.117808192640818,0.00469349614591828
"2002-07-03",0.46808075884684,-0.0995464234661719,0.0262227372188593
"2002-07-09",0.616984027743737,-0.0417082320880435,-0.0405534755944439
"2002-07-23",0.577936742017418,0.138362204931427,0.16971610579092
"2002-07-31",0.466296265908657,-0.0337581294588082,0.160268454935212
"2002-08-09",0.528468740821113,-0.117073479538977,0.229457829553773
"2002-08-18",0.526450895171261,-0.0459770653511093,-0.0392870918331461
"2002-08-30",0.519510970078738,-0.00629345606761425,-0.159004370921837
"2002-09-27",0.35314519454053,-0.120360035048324,0.134626557023495
"2002-10-03",0.251158758208245,-0.10629774104768,0.245525976770997
"2002-10-15",0.356702895774556,0.0722317764801894,-0.00460761036165631
"2002-11-01",0.476168435464908,-0.132316802467758,-0.105179541833792
"2002-11-15",-0.614015010481057,0.105141952252552,-0.202230380011644
"2002-12-04",-0.514016363364046,0.10185150973556,0.257706968919584
"2003-01-09",-0.607220417065677,0.0162830142028241,-0.355768338528379
"2003-02-06",-0.619783881231205,0.0936030301302278,0.143670280925828
"2003-02-14",-0.668343177784233,0.147735723826466,0.306613486541354
"2003-02-25",-0.298901524278512,0.406627667616613,0.180603939364515
"2003-03-24",-0.366117701668286,-0.0678149423516753,-0.156048511145492
"2003-04-01",-0.327851993611187,-0.00733348875183567,-0.0209202904240139
"2003-04-16",-0.240072116600797,-0.0471906016633051,-0.053705916289408
"2003-04-30",-0.334613151191756,-0.0925101764899821,-0.00785914692390785
"2003-05-06",-0.353434876683033,-0.163724412269637,-0.0590284597738486
"2003-05-21",-0.162906201164152,0.181167273174903,0.298624420904146
"2003-06-05",0.231676293098841,-0.306701833095613,0.0830585284482192
"2003-06-25",0.172430918393344,-0.212475746746208,0.0944764281955412
"2003-07-02",0.100962049776179,-0.130916530346947,0.0573640056796682
"2003-07-17",0.29701030375595,-0.24282967842399,-0.0629304309885585
"2003-07-24",0.223898765512671,-0.216128040709416,0.393240957124058
"2003-08-05",0.2593832227869,-0.0857272246333267,0.0980893385906549
"2003-08-20",0.406828102318742,-0.170486839332116,-0.199418774130938
"2003-08-23",0.441950464324451,0.00955675515171774,-0.0817171246027123
"2003-09-04",0.340340822790388,0.17895067747208,-0.136568038505403
"2003-09-17",0.284084884541874,-0.150535051608768,-0.174084639388361
"2003-09-26",0.0733550262114711,-0.276188975438307,-0.168398718075483
"2003-10-03",0.0588614405982817,-0.169781884577727,-0.0917634736955
"2003-10-23",-0.372672128559473,-0.0801138942626347,-0.248580929663544
"2003-11-03",-0.188398290579747,-0.157777921029106,-0.257459475977869
"2004-01-15",-0.756393286819661,0.0765907136830778,-0.0974639645103187
"2004-01-21",-0.98094133940413,0.113637659400329,0.0364280130574164
"2004-02-04",-0.689059147693875,0.0671953512326578,-0.129886435694795
"2004-03-02",-0.702707475354375,-0.0373760788916255,-0.0895872201166516
"2004-03-16",-0.283430136395464,-0.158110755373493,0.159993388395991
"2004-03-31",-0.316713927955523,-0.222704424476141,-0.217767695673302
"2004-04-28",-0.2626669463691,-0.0901887408794526,0.0330272524373585
"2004-05-10",-0.173419485116165,-0.0494595691673598,0.258301460957817
"2004-05-11",-0.00499917491757184,-0.158489156198832,0.0130078799376212
"2004-05-13",-0.192431907632333,-0.269947039959719,0.000953095942065264
"2004-05-25",0.267679004400444,0.13209080457414,0.0146989602609712
"2004-06-07",0.124385038340548,-0.19100983728169,-0.0335493880873214
"2004-06-21",0.217606442915009,-0.122981797304591,-0.180880272169479
"2004-06-26",0.284067128490875,-0.27350659776377,-0.120554466574907
"2004-06-29",0.196014876863856,-0.133427466659094,-0.148307025467404
"2004-07-06",0.190833740218079,-0.208969605361803,0.00301584828366676
"2004-07-19",0.189292794029952,-0.211581660926606,-0.152666012056741
"2004-07-28",0.282897637410121,-0.0848916847191346,-0.0166137043277471
"2004-08-02",0.250304625328996,-0.257223928486349,-0.0332850207207285
"2004-08-08",0.28017017984411,-0.292042118537165,-0.074403810355025
"2004-08-17",0.249894167999666,-0.290511677098894,-0.250928993170029
"2004-08-30",0.245109286285154,-0.296452240489963,-0.124278124634537
"2004-09-02",0.20564436728768,-0.281705871070442,-0.202333203142765
"2004-09-03",0.215375335492602,-0.258840957674081,-0.125395141711691
"2004-09-16",0.185842678114366,-0.310879739668089,-0.086787562218839
"2004-09-29",-0.0349897991643359,-0.300115885754865,-0.0439322451200153
"2004-10-14",0.0917993181295658,-0.435349437223511,-0.375549646947538
"2004-10-28",-0.391805233012183,-0.115824289574327,-0.122775580640067
"2004-11-07",-0.476965468166095,-0.108883843072857,-0.0358265029340102
"2004-11-22",-0.272108976676281,-0.221521361160947,-0.293379964182616
"2004-12-20",-0.68505640105726,0.200692275286243,-0.0178432427448755
"2005-01-25",-0.698499223874946,0.0130414955099685,-0.0244875037537729
"2005-02-02",-0.763217890545797,0.0934672831729152,-0.0652034605796231
"2005-02-23",-0.444975980752188,-0.11326365312476,0.157386953688054
"2005-03-18",-0.313135784224533,-0.360652922592802,-0.117767777101133
"2005-04-14",-0.622106869349813,-0.0154537933537912,-0.163501231789099
"2005-04-27",-0.452168759558901,-0.129691415525751,0.0395511474682342
"2005-05-11",-0.448628441230064,-0.334585954974318,-0.0895987846714857
"2005-05-28",-0.479973388809904,-0.300670525515681,-0.247636199184109
"2005-06-07",-0.593878217482171,-0.126079639136245,-0.00726487335492443
"2005-06-18",-0.252327769869665,-0.369053636407207,-0.292284227988364
"2005-06-22",-0.388145988886189,-0.454436778729921,-0.536898815730697
"2005-07-06",-0.292854965342618,-0.340707736720539,-0.117566296145707
"2005-07-28",-0.168984420547896,-0.160379715225341,0.0571342181100197
"2005-08-02",-0.0738642585092016,-0.0790522240313945,0.0455951861175905
"2005-08-18",-0.0903914897616145,-0.264822578659859,0.0688837029256874
"2005-08-26",0.153624233318434,-0.283089476425525,0.0442610694655135
"2005-08-29",0.00948259141216229,-0.177666628285782,0.0836677367621311
"2005-09-14",0.125878214865991,-0.279935241469105,0.0256943290280761
"2005-09-21",0.0680156042364815,-0.273778687307235,0.0057380523794312
"2005-09-28",0.0262706855530186,-0.437436411996678,0.0218664551350015
"2005-10-21",-0.140269853306342,-0.0410611755530855,-0.34056597472017
"2005-11-15",-0.322397753532799,-0.0809941261152496,-0.190570077369017
"2005-12-05",-0.0912035585160361,-0.158981569234338,-0.120966228472264
"2006-02-15",-0.500739341981731,0.048688520443719,0.114821379480008
"2006-03-28",-0.509482253894176,0.237007662514955,0.0684547203511892
"2006-04-05",-0.315975388048175,0.120121958362505,-0.449795947137404
"2006-04-18",-0.346085200256863,0.232565203199013,-0.183327874546915
"2006-04-26",-0.436999307452365,-0.201244110850815,0.0149451147394009
"2006-05-03",-0.317555379561546,-0.172018912125761,0.599983768786158
"2006-05-10",-0.240590057721656,-0.0598831696808316,0.377344209043237
"2006-05-15",-0.0852342331093414,0.125268660282859,0.471856721396651
"2006-05-30",0.0890306948024721,0.0367214514244685,-0.104567685193048
"2006-06-07",0.0842744396096907,-0.168464853440736,-0.256801979020133
"2006-06-13",0.1771025842481,-0.0791563277881496,0.0223273991935345
"2006-06-15",-0.00211429978328917,-0.0333335293436308,0.00299973577717687
"2006-06-28",0.125451490811979,-0.130333645927007,0.00893557512254243
"2006-06-29",0.146408012055924,-0.0773404138373054,0.0895625905049903
"2006-07-06",0.105491515403221,-0.0665542134074754,0.288075941435586
"2006-07-13",0.245084461151267,-0.0102570895050622,0.0865382457367782
"2006-08-01",0.237394886605847,0.0836499355900725,0.218833033386892
"2006-08-10",0.222689939217193,0.00425909621171498,0.176271039207531
"2006-08-23",0.212759337030108,-0.0839477078126001,0.204810993654917
"2006-08-29",0.177696833827955,-0.0550671615228807,-0.0369261706306872
"2006-09-13",0.0648680362739907,-0.151156959488267,0.225946142136237
"2006-09-18",0.101198830596644,-0.041342258100461,0.0861347063186286
"2006-09-26",0.264112200172297,-0.0966779528634069,0.0881999098654846
"2006-09-28",0.0276641236945533,-0.0127292465731178,0.107112302448638
"2006-10-12",0.239356355395719,0.0449386839113103,-0.435894433666417
"2006-10-31",0.130371139742116,0.102058231157834,0.16282891711059
"2006-11-29",-0.65620296325585,0.0430541653519934,-0.0958394517760336
"2006-12-05",-0.537336562360652,0.118238852987591,-0.198098188534579
"2007-01-12",-0.607381616950085,0.0305603349406624,-0.130315664100455
"2007-01-24",-0.449526156768801,0.225934572497583,-0.105578596999606
"2007-02-13",-0.181802362727993,-0.0315588323110661,-0.170378067324488
"2007-03-05",-0.569363120731982,0.359772242767726,-0.120117256512794
"2007-03-14",-0.427961027860379,0.40344542332775,-0.215802794588679
"2007-03-22",-0.118881319112438,0.635436238539218,-0.453861931239361
"2007-03-30",0.184908502126918,0.205352398947871,-0.376188051242066
"2007-04-19",-0.0728493449954283,0.566373659939395,0.0089962745288339
"2007-05-04",0.187544064915936,0.376986195173333,-0.134582187309053
"2007-05-15",0.505311992097448,0.0622040074046351,-0.091145298387822
"2007-05-30",0.365816510650729,0.152742938378128,0.278622425262962
"2007-06-12",0.413814011731062,-0.206531127630642,-0.0933282111737531
"2007-06-27",0.576632358483874,-0.0666684825344069,0.0508123881844413
"2007-06-28",0.542528497094474,-0.0415914498466307,-0.0768895806766182
"2007-06-30",0.443395064043393,-0.0749526755997867,-0.00667285285609257
"2007-07-03",0.509452983018605,-0.0936523807188527,0.18279221183626
"2007-07-14",0.393694115102429,-0.0388134060554906,0.0652227237028958
"2007-07-28",0.409306366797547,-0.212174093503192,0.0277611595724548
"2007-08-07",0.31876708045734,-0.138467739548327,0.1080183832755
"2007-08-15",0.458396561737621,-0.192179527944715,0.0845639012441824
"2007-08-30",0.260577536166887,-0.136029033600828,0.0448264070289542
"2007-09-12",0.303540559126525,-0.157753449018344,-0.0772724152373102
"2007-09-24",0.272144761526961,-0.297219043643999,-0.0825504696043762
"2007-10-12",0.32596040773234,-0.225643762966075,-0.199438912821534
"2007-10-23",-0.451464693310817,0.312962737247787,-0.0520994324811548
"2007-11-07",-0.122911891021959,-0.128964435324694,0.377162053223631
"2007-11-20",0.110573019027464,0.196199379572364,-0.449338368666947
"2007-12-10",0.146602857055587,0.40427001217564,0.109089895258584
"2008-02-12",-0.183209826105305,0.347232338646843,-0.00873683192001064
